"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"21/07/2014","54.000","54.025","54.300","53.800","446,10K","0,09%"
"18/07/2014","53.950","53.000","54.000","52.850","450,70K","0,75%"
"17/07/2014","53.550","53.950","54.425","52.650","1,73M","-0,28%"
"16/07/2014","53.700","53.500","53.950","53.075","1,69M","1,23%"
"15/07/2014","53.050","52.900","53.050","52.775","632,50K","0,57%"
"14/07/2014","52.750","52.800","52.900","52.225","628,40K","0,52%"
"11/07/2014","52.475","53.200","53.675","52.125","842,20K","-2,46%"
"10/07/2014","53.800","54.000","54.250","53.100","1,44M","1,08%"
"09/07/2014","53.225","53.525","53.700","52.625","762,20K","0,00%"
"08/07/2014","53.225","53.525","53.700","52.625","762,20K","-0,33%"
"07/07/2014","53.400","53.100","53.400","53.050","933,00K","0,23%"
"04/07/2014","53.275","52.750","53.300","52.625","804,30K","1,38%"
"03/07/2014","52.550","52.950","52.950","52.350","461,90K","-0,38%"
"02/07/2014","52.750","53.175","53.175","52.075","827,60K","-0,66%"
"01/07/2014","53.100","53.300","53.300","52.525","359,80K","-0,75%"
"30/06/2014","53.500","52.875","53.500","52.525","628,90K","1,04%"
"27/06/2014","52.950","52.500","52.950","52.125","438,90K","-0,05%"
"26/06/2014","52.975","52.000","53.025","51.650","762,60K","1,88%"
"25/06/2014","52.000","52.800","53.300","52.000","519,00K","-2,80%"
"24/06/2014","53.500","53.200","53.500","52.700","222,90K","1,52%"
"23/06/2014","52.700","52.625","52.775","52.625","378,10K","0,19%"
"20/06/2014","52.600","53.175","53.200","52.600","538,60K","-0,14%"
"19/06/2014","52.675","53.250","53.250","52.650","890,40K","-0,61%"
"18/06/2014","53.000","52.700","53.025","52.600","627,10K","-0,05%"
"17/06/2014","53.025","53.800","53.800","52.600","884,00K","0,09%"
"16/06/2014","52.975","53.900","53.900","52.725","587,80K","-1,17%"
"13/06/2014","53.600","53.750","53.800","53.475","359,40K","-0,79%"
"12/06/2014","54.025","54.500","54.600","53.750","415,40K","-1,59%"
"11/06/2014","54.900","54.850","55.000","54.625","669,30K","0,00%"
"10/06/2014","54.900","54.200","54.950","53.850","667,50K","1,20%"
"09/06/2014","54.250","54.250","54.700","53.400","843,20K","0,00%"
"06/06/2014","54.250","53.600","54.500","53.400","394,10K","1,21%"
"05/06/2014","53.600","53.750","54.025","52.500","366,70K","-0,37%"
"04/06/2014","53.800","53.500","53.975","53.500","449,50K","0,56%"
"03/06/2014","53.500","52.025","53.725","51.850","1,09M","2,88%"
"02/06/2014","52.000","52.100","52.950","51.300","1,41M","-0,10%"
"30/05/2014","52.050","54.000","54.400","52.050","1,52M","-3,52%"
"28/05/2014","53.950","53.500","54.350","53.500","695,30K","0,79%"
"26/05/2014","53.525","53.750","53.900","53.475","258,70K","0,05%"
"23/05/2014","53.500","53.500","54.000","53.250","1,03M","0,00%"
"22/05/2014","53.500","53.600","54.175","53.100","2,03M","-0,09%"
"21/05/2014","53.550","54.800","54.825","53.500","1,80M","-2,64%"
"20/05/2014","55.000","57.125","57.125","54.450","2,09M","-3,51%"
"19/05/2014","57.000","57.025","57.200","56.100","764,40K","-0,04%"
"16/05/2014","57.025","56.700","57.475","56.350","1,26M","0,22%"
"14/05/2014","56.900","56.300","56.950","55.700","1,30M","1,07%"
"13/05/2014","56.300","56.000","56.350","55.200","697,70K","1,44%"
"12/05/2014","55.500","56.500","56.850","55.500","1,04M","-0,89%"
"09/05/2014","56.000","54.450","56.000","54.450","1,56M","3,70%"
"08/05/2014","54.000","54.000","54.175","53.225","1,80M","0,93%"
"07/05/2014","53.500","54.900","55.425","53.350","3,42M","-4,21%"
"06/05/2014","55.850","57.300","57.575","55.250","1,49M","-3,37%"
"05/05/2014","57.800","57.700","57.925","57.600","1,26M","0,87%"
"02/05/2014","57.300","57.500","57.600","56.775","1,90M","1,42%"
"30/04/2014","56.500","55.775","57.125","55.750","3,11M","1,35%"
"29/04/2014","55.750","54.700","55.775","54.500","1,08M","1,27%"
"28/04/2014","55.050","54.550","55.050","53.700","1,35M","0,92%"
"25/04/2014","54.550","54.300","54.825","53.025","2,54M","0,00%"
"24/04/2014","54.550","52.000","54.700","52.000","2,74M","3,90%"
"23/04/2014","52.500","51.400","52.925","51.400","2,05M","1,20%"
"22/04/2014","51.875","50.650","51.875","50.650","1,14M","2,52%"
"21/04/2014","50.600","51.000","51.725","50.500","750,40K","0,00%"
"17/04/2014","50.600","49.600","50.600","49.400","1,04M","2,95%"
"16/04/2014","49.150","49.400","49.700","49.075","441,90K","-0,51%"
"15/04/2014","49.400","49.900","49.900","49.050","513,80K","-0,40%"
"14/04/2014","49.600","48.600","49.600","48.600","585,40K","1,22%"
"11/04/2014","49.000","48.200","49.200","48.200","903,90K","-0,41%"
"10/04/2014","49.200","49.500","49.975","48.550","1,77M","-3,05%"
"08/04/2014","50.750","50.650","51.200","50.100","1,45M","1,10%"
"07/04/2014","50.200","48.650","50.700","48.500","1,70M","2,66%"
"04/04/2014","48.900","50.000","50.000","48.075","944,80K","-3,17%"
"03/04/2014","50.500","51.475","52.100","50.000","1,49M","-1,89%"
"02/04/2014","51.475","51.000","51.900","50.850","2,58M","1,13%"
"01/04/2014","50.900","49.800","51.050","49.800","2,97M","3,04%"
"28/03/2014","49.400","48.800","49.550","48.200","1,63M","0,51%"
"27/03/2014","49.150","47.750","49.275","47.750","2,14M","3,47%"
"26/03/2014","47.500","45.500","47.975","45.500","1,70M","5,32%"
"25/03/2014","45.100","46.250","46.250","45.050","2,26M","-2,49%"
"24/03/2014","46.250","46.100","46.750","46.100","1,27M","0,33%"
"21/03/2014","46.100","45.850","46.575","43.600","4,38M","1,43%"
"20/03/2014","45.450","46.900","46.900","45.125","1,97M","-2,36%"
"19/03/2014","46.550","47.900","47.900","46.500","1,59M","-1,32%"
"18/03/2014","47.175","48.350","48.925","47.000","1,04M","-2,28%"
"17/03/2014","48.275","49.000","49.275","48.250","1,02M","-1,48%"
"14/03/2014","49.000","47.500","49.150","47.275","1,64M","1,14%"
"13/03/2014","48.450","47.500","48.450","47.300","888,00K","3,03%"
"12/03/2014","47.025","46.950","47.500","46.900","673,70K","-0,05%"
"11/03/2014","47.050","47.350","47.350","47.025","559,80K","-0,63%"
"10/03/2014","47.350","46.700","47.350","46.600","586,30K","0,32%"
"07/03/2014","47.200","47.400","47.550","47.075","497,80K","0,43%"
"06/03/2014","47.000","48.150","48.150","46.525","1,68M","-1,83%"
"05/03/2014","47.875","47.525","48.275","47.500","897,10K","0,79%"
"04/03/2014","47.500","47.100","47.500","47.100","630,90K","0,32%"
"03/03/2014","47.350","47.000","47.500","46.850","940,70K","-0,73%"
"28/02/2014","47.700","48.200","48.500","47.700","1,26M","-1,04%"
"27/02/2014","48.200","46.525","48.300","46.525","760,50K","2,77%"
"26/02/2014","46.900","47.500","47.500","46.525","985,70K","-0,21%"
"25/02/2014","47.000","47.000","48.350","46.500","1,31M","-1,78%"
"24/02/2014","47.850","47.900","48.400","47.475","571,70K","-0,10%"
"21/02/2014","47.900","46.975","47.900","46.800","1,23M","2,79%"
"20/02/2014","46.600","46.750","47.200","46.500","1,38M","-0,32%"
"19/02/2014","46.750","45.500","47.000","45.450","3,52M","2,75%"
"18/02/2014","45.500","44.000","45.575","43.850","3,98M","4,24%"
"17/02/2014","43.650","44.000","44.000","43.575","1,18M","0,00%"
"14/02/2014","43.650","44.500","44.500","43.475","1,14M","-1,58%"
"13/02/2014","44.350","44.500","44.500","43.800","1,07M","-0,22%"
"12/02/2014","44.450","44.550","44.600","44.275","322,80K","-0,11%"
"11/02/2014","44.500","44.500","44.575","44.200","738,30K","0,00%"
"10/02/2014","44.500","44.150","44.500","44.050","1,13M","1,37%"
"07/02/2014","43.900","44.500","44.500","43.750","805,80K","-1,01%"
"06/02/2014","44.350","43.350","44.350","43.200","1,14M","2,31%"
"05/02/2014","43.350","43.000","43.500","42.525","1,36M","1,76%"
"04/02/2014","42.600","41.525","43.000","40.600","931,20K","2,04%"
"03/02/2014","41.750","42.050","42.125","41.500","420,20K","-0,36%"
"30/01/2014","41.900","41.300","42.100","41.100","694,00K","-0,65%"
"29/01/2014","42.175","41.500","43.225","41.400","1,93M","2,87%"
"28/01/2014","41.000","40.425","41.200","39.700","2,43M","1,42%"
"27/01/2014","40.425","41.050","41.100","39.925","3,21M","-4,09%"
"24/01/2014","42.150","44.025","44.025","42.050","1,93M","-3,16%"
"23/01/2014","43.525","44.800","44.900","43.250","796,90K","-2,90%"
"22/01/2014","44.825","44.400","45.000","44.075","585,50K","-0,39%"
"21/01/2014","45.000","45.350","45.525","44.000","857,50K","-0,77%"
"20/01/2014","45.350","45.300","45.450","45.000","566,90K","0,78%"
"17/01/2014","45.000","44.800","45.000","44.075","545,90K","0,45%"
"16/01/2014","44.800","44.100","45.050","44.050","1,68M","1,76%"
"15/01/2014","44.025","42.400","44.525","42.400","1,90M","3,35%"
"13/01/2014","42.600","43.000","43.000","42.250","1,44M","0,24%"
"10/01/2014","42.500","41.900","42.500","41.650","2,86M","1,43%"
"09/01/2014","41.900","42.050","42.050","41.650","1,69M","-0,36%"
"08/01/2014","42.050","42.700","42.800","42.000","1,30M","-1,92%"
"07/01/2014","42.875","42.950","43.050","42.100","999,50K","0,88%"
"06/01/2014","42.500","42.000","42.600","42.000","797,30K","0,00%"
"03/01/2014","42.500","41.600","43.100","41.550","973,00K","-0,58%"
"02/01/2014","42.750","42.300","42.750","42.050","558,00K","1,79%"
"01/01/2014","42.000","41.800","42.000","41.450","1,20M","0,00%"
"30/12/2013","42.000","41.800","42.000","41.450","1,20M","1,82%"
"27/12/2013","41.250","41.100","41.450","41.100","527,00K","0,00%"
"24/12/2013","41.250","41.400","41.400","40.800","166,00K","-0,72%"
"23/12/2013","41.550","41.250","41.650","40.350","751,50K","-0,84%"
"20/12/2013","41.900","41.600","41.950","41.300","939,00K","0,48%"
"19/12/2013","41.700","41.500","41.900","41.250","1,81M","1,34%"
"18/12/2013","41.150","40.000","41.250","40.000","1,26M","1,35%"
"17/12/2013","40.600","38.700","40.600","38.700","1,75M","5,18%"
"16/12/2013","38.600","39.250","39.250","38.500","567,00K","-2,03%"
"13/12/2013","39.400","40.000","40.350","39.250","1,88M","-1,50%"
"12/12/2013","40.000","41.250","41.400","39.800","2,26M","-3,38%"
"11/12/2013","41.400","40.400","41.600","40.350","3,70M","3,11%"
"10/12/2013","40.150","39.100","40.350","38.900","1,75M","2,95%"
"09/12/2013","39.000","39.150","39.300","38.550","1,19M","-0,38%"
"06/12/2013","39.150","39.050","39.600","39.000","1,07M","-1,14%"
"05/12/2013","39.600","38.500","39.700","37.750","1,20M","2,86%"
"04/12/2013","38.500","38.850","39.450","38.500","1,66M","-2,16%"
"03/12/2013","39.350","38.900","39.600","38.350","3,98M","1,42%"
"02/12/2013","38.800","37.300","39.000","36.800","3,49M","4,86%"
"29/11/2013","37.000","36.250","37.000","36.250","544,00K","1,51%"
"28/11/2013","36.450","36.400","36.600","36.050","948,50K","0,14%"
"27/11/2013","36.400","36.000","36.700","36.000","1,10M","1,11%"
"26/11/2013","36.000","36.300","36.300","35.700","1,69M","-0,14%"
"25/11/2013","36.050","37.150","37.350","36.050","744,50K","-2,96%"
"22/11/2013","37.150","36.900","37.350","36.850","1,81M","0,81%"
"21/11/2013","36.850","37.350","37.350","36.750","1,13M","-2,25%"
"20/11/2013","37.700","38.350","38.350","37.500","2,17M","-0,92%"
"19/11/2013","38.050","37.900","38.300","37.600","1,45M","0,13%"
"18/11/2013","38.000","37.800","38.100","37.600","825,00K","0,00%"
"15/11/2013","38.000","38.150","38.200","37.700","945,00K","0,00%"
"14/11/2013","38.000","37.500","38.200","37.300","1,78M","1,60%"
"13/11/2013","37.400","37.000","37.500","36.300","2,36M","1,08%"
"12/11/2013","37.000","36.850","37.300","36.250","2,49M","0,41%"
"11/11/2013","36.850","35.900","36.950","35.450","1,90M","3,51%"
"08/11/2013","35.600","35.000","35.600","34.600","1,93M","2,15%"
"07/11/2013","34.850","34.950","35.000","34.750","2,33M","-0,43%"
"06/11/2013","35.000","35.550","35.550","34.800","2,68M","-0,85%"
"04/11/2013","35.300","35.750","36.000","35.250","2,03M","-2,22%"
"01/11/2013","36.100","36.100","37.050","35.700","2,50M","-2,17%"
"31/10/2013","36.900","37.300","37.600","36.900","1,83M","-2,12%"
"30/10/2013","37.700","37.700","37.750","37.350","2,14M","0,67%"
"29/10/2013","37.450","38.300","38.450","37.000","2,35M","-1,71%"
"28/10/2013","38.100","37.450","38.350","37.300","3,24M","1,74%"
"25/10/2013","37.450","37.500","37.700","36.900","1,37M","-0,13%"
"24/10/2013","37.500","36.900","37.650","36.700","3,17M","1,76%"
"23/10/2013","36.850","37.500","37.750","36.300","3,50M","-0,67%"
"22/10/2013","37.100","36.750","37.700","36.700","4,83M","1,23%"
"21/10/2013","36.650","34.500","36.700","34.300","5,72M","8,27%"
"18/10/2013","33.850","34.100","34.750","33.850","3,31M","-0,29%"
"17/10/2013","33.950","33.800","35.150","33.800","4,44M","2,11%"
"16/10/2013","33.250","34.350","34.500","33.150","1,80M","-3,20%"
"11/10/2013","34.350","35.000","35.300","34.300","1,73M","-0,58%"
"10/10/2013","34.550","34.450","34.850","34.450","1,43M","0,29%"
"09/10/2013","34.450","35.000","35.050","34.200","1,49M","-1,85%"
"08/10/2013","35.100","35.050","35.450","35.000","1,53M","0,14%"
"07/10/2013","35.050","35.300","35.650","35.050","809,00K","-0,85%"
"04/10/2013","35.350","35.000","35.600","35.000","502,50K","-0,84%"
"03/10/2013","35.650","35.900","36.200","35.550","440,00K","-0,70%"
"02/10/2013","35.900","36.500","37.250","35.650","1,11M","-0,14%"
"01/10/2013","35.950","34.900","36.300","34.900","1,48M","2,71%"
"30/09/2013","35.000","36.000","36.100","35.000","1,45M","-3,58%"
"27/09/2013","36.300","37.000","37.200","36.150","926,00K","-0,55%"
"26/09/2013","36.500","37.000","37.650","36.500","1,11M","-1,75%"
"25/09/2013","37.150","36.500","37.800","36.450","3,57M","0,00%"
"24/09/2013","37.150","39.250","39.600","37.100","2,77M","-5,35%"
"23/09/2013","39.250","39.250","39.500","38.250","1,31M","-1,38%"
"20/09/2013","39.800","39.800","40.200","39.150","917,00K","0,13%"
"19/09/2013","39.750","41.000","42.450","39.750","4,66M","0,00%"
"18/09/2013","39.750","41.500","41.950","39.750","2,56M","-7,56%"
"17/09/2013","43.000","43.300","43.900","42.500","1,30M","-0,69%"
"16/09/2013","43.300","41.300","43.300","41.050","1,25M","4,84%"
"13/09/2013","41.300","40.000","41.300","40.000","720,00K","3,25%"
"12/09/2013","40.000","40.000","40.250","39.400","593,00K","0,13%"
"11/09/2013","39.950","40.000","40.450","38.700","1,26M","0,88%"
"10/09/2013","39.600","38.500","39.600","38.450","1,16M","4,35%"
"09/09/2013","37.950","37.300","38.000","37.300","628,00K","1,88%"
"06/09/2013","37.250","36.050","37.250","35.600","576,00K","3,47%"
"05/09/2013","36.000","35.700","36.300","35.300","615,50K","1,12%"
"04/09/2013","35.600","36.800","36.950","35.300","525,50K","-3,39%"
"03/09/2013","36.850","37.650","38.000","36.800","473,00K","-2,12%"
"02/09/2013","37.650","37.500","39.300","36.750","1,47M","-0,79%"
"30/08/2013","37.950","37.000","38.000","36.500","1,21M","1,34%"
"29/08/2013","37.450","35.600","37.550","35.600","1,61M","5,49%"
"28/08/2013","35.500","32.500","35.500","32.000","2,16M","4,41%"
"27/08/2013","34.000","35.300","35.300","33.150","1,66M","-4,23%"
"26/08/2013","35.500","36.000","36.400","35.500","431,50K","-1,39%"
"23/08/2013","36.000","37.800","38.300","35.750","1,83M","-3,10%"
"22/08/2013","37.150","37.600","37.600","36.600","1,13M","-0,93%"
"21/08/2013","37.500","37.200","37.700","36.600","2,37M","1,08%"
"20/08/2013","37.100","39.600","39.600","36.000","3,65M","-8,17%"
"19/08/2013","40.400","43.450","43.450","40.400","1,33M","-7,02%"
"16/08/2013","43.450","42.900","43.600","42.500","674,00K","-0,34%"
"15/08/2013","43.600","42.700","43.650","42.100","1,13M","2,11%"
"14/08/2013","42.700","41.500","42.900","41.450","1,68M","4,15%"
"13/08/2013","41.000","40.500","41.450","40.200","1,72M","2,50%"
"12/08/2013","40.000","41.700","41.700","39.550","2,14M","-4,08%"
"02/08/2013","41.700","41.700","42.200","41.500","785,50K","0,24%"
"01/08/2013","41.600","42.500","42.850","41.200","1,17M","-1,77%"
"31/07/2013","42.350","44.100","44.250","42.250","1,10M","-2,87%"
"30/07/2013","43.600","43.450","44.600","43.300","897,00K","1,40%"
"29/07/2013","43.000","43.850","43.900","43.000","882,00K","-2,05%"
"26/07/2013","43.900","44.400","44.400","43.850","599,00K","-0,68%"
"25/07/2013","44.200","44.950","45.200","43.950","2,71M","-1,67%"
"24/07/2013","44.950","46.200","46.200","44.900","2,19M","-2,28%"
"23/07/2013","46.000","46.000","46.250","45.600","1,73M","-1,08%"
"22/07/2013","46.500","46.800","47.450","46.250","644,50K","-0,85%"
"19/07/2013","46.900","47.200","47.500","46.400","1,43M","-0,64%"
"18/07/2013","47.200","47.500","47.800","46.750","1,45M","0,96%"
"17/07/2013","46.750","45.250","46.800","45.250","1,47M","3,31%"
"16/07/2013","45.250","45.500","45.800","44.950","2,59M","-0,77%"
"15/07/2013","45.600","46.500","46.600","45.400","1,02M","-0,98%"
"12/07/2013","46.050","46.600","47.550","45.800","2,02M","-1,07%"
"11/07/2013","46.550","47.000","47.200","46.500","1,45M","0,22%"
"10/07/2013","46.450","46.500","46.600","46.200","857,50K","-0,11%"
"09/07/2013","46.500","46.800","47.150","46.300","600,50K","0,00%"
"08/07/2013","46.500","48.400","48.550","46.500","1,40M","-5,20%"
"05/07/2013","49.050","49.500","49.500","48.900","178,00K","0,10%"
"04/07/2013","49.000","48.800","49.500","48.800","227,50K","0,93%"
"03/07/2013","48.550","50.850","50.850","48.550","788,00K","-4,71%"
"02/07/2013","50.950","51.100","51.600","50.500","994,00K","-0,68%"
"01/07/2013","51.300","49.000","51.300","48.800","1,18M","1,38%"
"28/06/2013","50.600","49.000","50.600","48.500","2,97M","4,76%"
"27/06/2013","48.300","46.650","48.800","46.600","1,83M","4,66%"
"26/06/2013","46.150","46.250","46.850","45.300","1,82M","0,87%"
"25/06/2013","45.750","48.200","48.200","45.750","2,46M","-3,17%"
"24/06/2013","47.250","47.800","48.500","47.250","461,00K","-0,94%"
"21/06/2013","47.700","47.600","48.550","47.300","1,88M","-1,75%"
"20/06/2013","48.550","50.000","50.000","48.500","852,50K","-3,96%"
"19/06/2013","50.550","51.750","51.750","50.000","662,00K","-1,08%"
"18/06/2013","51.100","51.000","51.800","50.700","1,05M","1,59%"
"17/06/2013","50.300","49.000","51.200","48.800","890,50K","1,82%"
"14/06/2013","49.400","48.300","50.000","48.100","1,24M","4,00%"
"13/06/2013","47.500","48.400","48.500","47.500","1,14M","-2,96%"
"12/06/2013","48.950","48.950","50.150","48.050","1,28M","-0,31%"
"11/06/2013","49.100","51.050","51.050","49.000","1,70M","-4,10%"
"10/06/2013","51.200","52.000","52.300","51.150","675,50K","-0,58%"
"07/06/2013","51.500","53.000","53.000","51.100","1,64M","-2,92%"
"05/06/2013","53.050","53.550","53.550","52.700","442,50K","-1,12%"
"04/06/2013","53.650","53.100","54.500","53.000","1,29M","0,94%"
"03/06/2013","53.150","53.500","53.600","52.650","888,00K","-0,65%"
"31/05/2013","53.500","56.650","56.650","53.500","1,57M","-5,31%"
"30/05/2013","56.500","55.650","56.500","55.500","1,63M","0,00%"
"29/05/2013","56.500","54.700","56.600","54.700","2,37M","3,48%"
"28/05/2013","54.600","53.500","55.250","53.150","1,42M","0,92%"
"27/05/2013","54.100","54.100","54.100","52.650","834,00K","0,84%"
"24/05/2013","53.650","53.000","54.300","53.000","759,00K","1,23%"
"23/05/2013","53.000","55.800","55.900","52.100","2,09M","-4,07%"
"22/05/2013","55.250","56.000","56.150","55.100","1,19M","-1,87%"
"21/05/2013","56.300","57.600","57.800","56.000","1,57M","-2,34%"
"20/05/2013","57.650","55.400","57.800","55.400","2,19M","3,87%"
"17/05/2013","55.500","54.400","55.950","54.200","1,47M","2,02%"
"16/05/2013","54.400","53.600","54.450","53.600","1,92M","1,49%"
"15/05/2013","53.600","52.700","53.750","52.700","1,22M","1,80%"
"14/05/2013","52.650","52.650","52.800","51.850","400,00K","0,10%"
"13/05/2013","52.600","53.800","53.800","52.600","1,82M","-2,23%"
"10/05/2013","53.800","52.050","53.900","52.000","2,90M","3,36%"
"08/05/2013","52.050","51.700","52.350","51.300","2,30M","0,68%"
"07/05/2013","51.700","50.900","51.900","50.700","1,95M","3,09%"
"06/05/2013","50.150","50.000","50.800","49.850","870,00K","0,40%"
"03/05/2013","49.950","50.600","51.300","49.800","1,30M","-2,06%"
"02/05/2013","51.000","50.250","51.750","50.000","4,91M","2,00%"
"01/05/2013","50.000","49.400","50.150","49.300","1,23M","1,21%"
"30/04/2013","49.400","49.500","49.500","48.600","1,58M","0,10%"
"29/04/2013","49.350","50.500","50.500","49.100","1,34M","-1,30%"
"26/04/2013","50.000","50.350","51.350","49.750","2,43M","-0,20%"
"25/04/2013","50.100","51.000","51.400","49.800","1,78M","-1,67%"
"24/04/2013","50.950","49.600","50.950","49.600","1,93M","3,77%"
"23/04/2013","49.100","49.800","50.300","49.000","2,38M","-1,41%"
"22/04/2013","49.800","50.450","50.800","49.550","2,13M","-0,60%"
"19/04/2013","50.100","51.850","52.150","50.000","2,05M","-3,00%"
"18/04/2013","51.650","52.500","52.700","51.550","1,22M","-2,55%"
"17/04/2013","53.000","53.500","54.100","52.100","1,71M","0,00%"
"16/04/2013","53.000","53.450","53.450","52.450","1,32M","-0,93%"
"15/04/2013","53.500","54.250","54.250","52.900","924,00K","-1,38%"
"12/04/2013","54.250","53.450","54.450","53.450","2,58M","1,50%"
"11/04/2013","53.450","52.300","53.500","52.300","2,05M","2,39%"
"10/04/2013","52.200","50.500","53.050","50.400","3,56M","4,40%"
"09/04/2013","50.000","49.950","50.500","49.900","936,50K","0,40%"
"08/04/2013","49.800","51.250","51.250","49.700","1,65M","-3,58%"
"05/04/2013","51.650","52.250","52.500","51.000","1,06M","-0,58%"
"04/04/2013","51.950","52.000","52.700","51.250","1,16M","-0,10%"
"03/04/2013","52.000","53.100","53.700","52.000","1,81M","-1,79%"
"02/04/2013","52.950","52.200","54.100","51.700","6,12M","1,83%"
"01/04/2013","52.000","49.100","52.100","49.000","6,70M","6,23%"
"28/03/2013","48.950","46.900","49.050","46.500","3,90M","4,15%"
"27/03/2013","47.000","46.700","47.150","46.700","877,00K","0,97%"
"26/03/2013","46.550","45.900","46.850","45.800","1,25M","1,09%"
"25/03/2013","46.050","46.950","46.950","46.000","1,05M","-0,11%"
"22/03/2013","46.100","47.100","47.100","46.100","2,18M","-2,23%"
"21/03/2013","47.150","48.350","48.350","47.050","986,50K","-1,26%"
"20/03/2013","47.750","48.450","48.450","47.650","1,34M","-0,73%"
"19/03/2013","48.100","48.500","48.900","48.050","991,50K","-0,72%"
"18/03/2013","48.450","49.000","49.000","48.300","824,00K","-1,62%"
"15/03/2013","49.250","48.700","49.250","48.500","1,57M","2,18%"
"14/03/2013","48.200","48.750","48.750","47.900","1,49M","-1,13%"
"13/03/2013","48.750","49.450","49.600","48.350","2,16M","-1,52%"
"11/03/2013","49.500","49.850","49.900","49.400","631,00K","-0,70%"
"08/03/2013","49.850","50.000","50.400","49.850","1,10M","-0,50%"
"07/03/2013","50.100","51.000","51.200","49.900","1,70M","-1,18%"
"06/03/2013","50.700","50.250","50.900","50.250","1,98M","1,40%"
"05/03/2013","50.000","50.100","50.550","49.600","1,37M","0,00%"
"04/03/2013","50.000","50.100","50.250","49.550","747,00K","0,10%"
"01/03/2013","49.950","48.700","50.200","48.700","1,73M","3,42%"
"28/02/2013","48.300","49.000","49.900","48.300","1,46M","-1,13%"
"27/02/2013","48.850","49.450","49.800","48.800","2,05M","-1,21%"
"26/02/2013","49.450","49.750","49.900","49.450","1,18M","-0,60%"
"25/02/2013","49.750","50.500","50.550","49.750","1,77M","-1,58%"
"22/02/2013","50.550","51.300","51.300","50.550","901,00K","-1,46%"
"21/02/2013","51.300","51.150","51.450","50.700","1,67M","0,00%"
"20/02/2013","51.300","51.200","51.450","51.150","1,59M","0,69%"
"19/02/2013","50.950","50.650","51.150","50.600","1,68M","0,59%"
"18/02/2013","50.650","50.500","50.700","50.500","1,08M","0,40%"
"15/02/2013","50.450","50.200","50.500","50.000","918,00K","0,90%"
"14/02/2013","50.000","50.250","50.400","49.900","729,00K","-0,20%"
"13/02/2013","50.100","50.000","50.250","49.850","1,52M","1,21%"
"12/02/2013","49.500","49.950","50.100","49.450","1,88M","-0,80%"
"11/02/2013","49.900","50.000","50.200","49.900","734,50K","0,00%"
"08/02/2013","49.900","50.850","50.850","49.850","1,38M","-0,99%"
"07/02/2013","50.400","50.150","50.700","50.150","1,21M","0,50%"
"06/02/2013","50.150","49.950","50.400","49.950","1,93M","0,40%"
"05/02/2013","49.950","50.450","50.450","49.700","1,97M","-1,48%"
"04/02/2013","50.700","52.850","52.850","50.500","1,75M","-2,97%"
"01/02/2013","52.250","52.000","52.400","51.750","1,24M","0,77%"
"31/01/2013","51.850","51.700","52.450","51.000","1,31M","0,29%"
"30/01/2013","51.700","50.350","51.950","50.350","2,23M","2,68%"
"29/01/2013","50.350","50.150","50.850","49.700","2,38M","1,41%"
"28/01/2013","49.650","51.000","51.000","49.500","1,44M","-1,68%"
"25/01/2013","50.500","51.950","52.100","50.400","1,55M","-2,13%"
"23/01/2013","51.600","52.600","52.800","51.600","1,47M","-2,09%"
"22/01/2013","52.700","53.750","53.750","52.500","1,24M","-1,86%"
"21/01/2013","53.700","54.000","54.000","53.250","1,53M","1,61%"
"18/01/2013","52.850","53.300","53.500","52.750","1,20M","-0,84%"
"17/01/2013","53.300","53.750","54.000","53.250","757,00K","-1,48%"
"16/01/2013","54.100","54.150","54.250","53.700","367,50K","-0,09%"
"15/01/2013","54.150","54.500","54.500","53.700","630,00K","-0,46%"
"14/01/2013","54.400","52.500","54.400","52.500","908,50K","4,02%"
"11/01/2013","52.300","52.900","53.100","52.050","1,24M","-1,04%"
"10/01/2013","52.850","54.500","54.550","52.800","1,18M","-2,13%"
"09/01/2013","54.000","55.250","55.250","53.500","1,72M","-0,37%"
"08/01/2013","54.200","54.550","55.000","54.050","1,00M","-0,64%"
"07/01/2013","54.550","54.650","55.250","54.500","1,26M","-0,82%"
"04/01/2013","55.000","55.650","56.750","54.450","1,47M","-1,35%"
"03/01/2013","55.750","55.500","56.250","55.450","2,12M","0,45%"
"02/01/2013","55.500","56.300","57.000","55.200","282,50K","-1,42%"
